Academic Year,Term,Level of Statistics,School,Department,Course Group,Course Number,Section,Course Code,Section Code,Co-list / Multi-coded Course Section Indicator,Survey Name,Instructor's Name,Instructor's ITSC,No. of Students Invited,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),No. of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall - SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
25-26,Fall,Section,AIS,AMCC,AMCC,5410,L2,25-26-Fall-AMCC-5410,25-26-Fall-AMCC-5410-L2,-,-,-,-,14,0.714,Y,,-,4.4,,0.52,,4.8,,0.42,
25-26,Fall,Instructor,AIS,AMCC,AMCC,5410,L2,25-26-Fall-AMCC-5410,25-26-Fall-AMCC-5410-L2,-,25-26-FALL-AMCC-5410-L2-Instructor,"CHENG, Vennes",vennescheng,14,0.714,Y,,-,4.4,,0.52,,4.8,,0.42,
25-26,Fall,Course,AIS,AMCC,AMCC,6500A,-,25-26-Fall-AMCC-6500A,-,-,-,-,-,-,1.0,,,1,4.73,,0.46,,4.8,,0.41,
25-26,Fall,Section,AIS,AMCC,AMCC,6500A,L1,25-26-Fall-AMCC-6500A,25-26-Fall-AMCC-6500A-L1,-,-,-,-,15,1.0,,,-,4.73,,0.46,,4.8,,0.41,
25-26,Fall,Instructor,AIS,AMCC,AMCC,6500A,L1,25-26-Fall-AMCC-6500A,25-26-Fall-AMCC-6500A-L1,-,25-26-FALL-AMCC-6500A-L1-Instructor,"PAGE, Timothy Markham",hmtpage,15,1.0,,,-,4.73,,0.46,,4.8,,0.41,
25-26,Fall,Course,AIS,AMCC,AMCC,6500B,-,25-26-Fall-AMCC-6500B,-,-,-,-,-,-,1.0,,,1,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Section,AIS,AMCC,AMCC,6500B,L1,25-26-Fall-AMCC-6500B,25-26-Fall-AMCC-6500B-L1,-,-,-,-,8,1.0,,,-,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Instructor,AIS,AMCC,AMCC,6500B,L1,25-26-Fall-AMCC-6500B,25-26-Fall-AMCC-6500B-L1,-,25-26-FALL-AMCC-6500B-L1-Instructor,"CAI, Zhanchuan",zccai,8,1.0,,,-,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Course,AIS,EMIA,EMIA,1901,-,25-26-Fall-EMIA-1901,-,-,-,-,-,-,0.8,,,1,4.09,,0.86,,4.22,,0.87,
25-26,Fall,Section,AIS,EMIA,EMIA,1901,L1,25-26-Fall-EMIA-1901,25-26-Fall-EMIA-1901-L1,-,-,-,-,40,0.8,,,-,4.09,,0.86,,4.22,,0.87,
25-26,Fall,Instructor,AIS,EMIA,EMIA,1901,L1,25-26-Fall-EMIA-1901,25-26-Fall-EMIA-1901-L1,-,25-26-FALL-EMIA-1901-L1-Instructor,"CHUN, Daniel",djychun,40,0.8,,,-,4.09,,0.86,,4.22,,0.87,
25-26,Fall,Course,AIS,EMIA,EMIA,2020,-,25-26-Fall-EMIA-2020,-,-,-,-,-,-,0.763,,,4,4.23,,0.91,,4.51,,0.62,
25-26,Fall,Section,AIS,EMIA,EMIA,2020,L1,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L1,-,-,-,-,28,0.536,Y,,-,4.27,,0.88,,4.47,,0.64,
25-26,Fall,Instructor,AIS,EMIA,EMIA,2020,L1,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L1,-,25-26-FALL-EMIA-2020-L1-Instructor,"ZHAI, Chengxing",cxzhai,28,0.536,Y,,-,4.27,,0.88,,4.47,,0.64,
25-26,Fall,Section,AIS,EMIA,EMIA,2020,L2,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L2,-,-,-,-,23,0.913,,,-,3.67,,1.11,,4.19,,0.6,
25-26,Fall,Instructor,AIS,EMIA,EMIA,2020,L2,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L2,-,25-26-FALL-EMIA-2020-L2-Instructor,"CHUN, Daniel",djychun,23,0.913,,,-,3.67,,1.11,,4.19,,0.6,
25-26,Fall,Section,AIS,EMIA,EMIA,2020,L3,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L3,-,-,-,-,23,0.783,,,-,4.61,,0.61,,4.72,,0.57,
25-26,Fall,Instructor,AIS,EMIA,EMIA,2020,L3,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L3,-,25-26-FALL-EMIA-2020-L3-Instructor,"ZHANG, Rong",rongz,23,0.783,,,-,4.61,,0.61,,4.72,,0.57,
25-26,Fall,Section,AIS,EMIA,EMIA,2020,L4,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L4,-,-,-,-,23,0.87,,,-,4.45,,0.69,,4.7,,0.57,
25-26,Fall,Instructor,AIS,EMIA,EMIA,2020,L4,25-26-Fall-EMIA-2020,25-26-Fall-EMIA-2020-L4,-,25-26-FALL-EMIA-2020-L4-Instructor,"ZHANG, Rong",rongz,23,0.87,,,-,4.45,,0.69,,4.7,,0.57,
25-26,Fall,Course,AIS,EMIA,EMIA,4110,-,25-26-Fall-EMIA-4110,-,-,-,-,-,-,0.349,Y,,2,4.27,,0.83,,4.27,,0.83,
25-26,Fall,Section,AIS,EMIA,EMIA,4110,L1,25-26-Fall-EMIA-4110,25-26-Fall-EMIA-4110-L1,-,-,-,-,33,0.303,Y,,-,4.4,,0.52,,4.4,,0.52,
25-26,Fall,Instructor,AIS,EMIA,EMIA,4110,L1,25-26-Fall-EMIA-4110,25-26-Fall-EMIA-4110-L1,-,25-26-FALL-EMIA-4110-L1-Instructor,"HAN, Jun",hanjun,33,0.303,Y,,-,4.4,,0.52,,4.4,,0.52,
25-26,Fall,Section,AIS,EMIA,EMIA,4110,L2,25-26-Fall-EMIA-4110,25-26-Fall-EMIA-4110-L2,-,-,-,-,30,0.4,Y,,-,4.17,,1.03,,4.17,,1.03,
25-26,Fall,Instructor,AIS,EMIA,EMIA,4110,L2,25-26-Fall-EMIA-4110,25-26-Fall-EMIA-4110-L2,-,25-26-FALL-EMIA-4110-L2-Instructor,"HAN, Jun",hanjun,30,0.4,Y,,-,4.17,,1.03,,4.17,,1.03,
25-26,Fall,Course,AIS,EMIA,EMIA,6500C,-,25-26-Fall-EMIA-6500C,-,-,-,-,-,-,0.909,,,1,4.9,,0.32,,5.0,,0.0,
25-26,Fall,Section,AIS,EMIA,EMIA,6500C,L1,25-26-Fall-EMIA-6500C,25-26-Fall-EMIA-6500C-L1,-,-,-,-,11,0.909,,,-,4.9,,0.32,,5.0,,0.0,
25-26,Fall,Instructor,AIS,EMIA,EMIA,6500C,L1,25-26-Fall-EMIA-6500C,25-26-Fall-EMIA-6500C-L1,-,25-26-FALL-EMIA-6500C-L1-Instructor,"ZHANG, Rong",rongz,11,0.909,,,-,4.9,,0.32,,5.0,,0.0,
25-26,Fall,Course,AIS,EMIA,EMIA,6500Q,-,25-26-Fall-EMIA-6500Q,-,-,-,-,-,-,0.952,,,1,4.9,,0.45,,4.95,,0.22,
25-26,Fall,Section,AIS,EMIA,EMIA,6500Q,L1,25-26-Fall-EMIA-6500Q,25-26-Fall-EMIA-6500Q-L1,-,-,-,-,21,0.952,,,-,4.9,,0.45,,4.95,,0.22,
25-26,Fall,Instructor,AIS,EMIA,EMIA,6500Q,L1,25-26-Fall-EMIA-6500Q,25-26-Fall-EMIA-6500Q-L1,-,25-26-FALL-EMIA-6500Q-L1-Instructor,"SONG, Yunya",yunyasong,21,0.952,,,-,4.9,,0.45,,4.95,,0.22,
25-26,Fall,Course,AIS,ENVR,ENVR,1150,-,25-26-Fall-ENVR-1150,-,-,-,-,-,-,0.371,,,1,3.21,,1.14,,3.27,,1.13,
25-26,Fall,Section,AIS,ENVR,ENVR,1150,L1,25-26-Fall-ENVR-1150,25-26-Fall-ENVR-1150-L1,-,-,-,-,89,0.371,,,-,3.21,,1.14,,3.27,,1.13,
25-26,Fall,Instructor,AIS,ENVR,ENVR,1150,L1,25-26-Fall-ENVR-1150,25-26-Fall-ENVR-1150-L1,-,25-26-FALL-ENVR-1150-L1-Instructor,"IM, Eun Soon",ceim,89,0.371,,,-,3.21,,1.14,,3.27,,1.13,
25-26,Fall,Course,AIS,ENVR,ENVR,2010,-,25-26-Fall-ENVR-2010,-,-,-,-,-,-,0.44,,,1,3.95,,1.0,,4.32,,0.84,
25-26,Fall,Section,AIS,ENVR,ENVR,2010,L1,25-26-Fall-ENVR-2010,25-26-Fall-ENVR-2010-L1,-,-,-,-,50,0.44,,,-,3.95,,1.0,,4.32,,0.84,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2010,L1,25-26-Fall-ENVR-2010,25-26-Fall-ENVR-2010-L1,-,25-26-FALL-ENVR-2010-L1-Instructor,"LAU, Arthur P S",pslau,50,0.44,,,-,3.95,,1.0,,4.32,,0.84,
25-26,Fall,Course,AIS,ENVR,ENVR,2020,-,25-26-Fall-ENVR-2020,-,-,-,-,-,-,0.195,Y,,1,3.88,,0.93,,4.12,,0.78,
25-26,Fall,Section,AIS,ENVR,ENVR,2020,L1,25-26-Fall-ENVR-2020,25-26-Fall-ENVR-2020-L1,-,-,-,-,87,0.195,Y,,-,3.88,,0.93,,4.12,,0.78,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2020,L1,25-26-Fall-ENVR-2020,25-26-Fall-ENVR-2020-L1,-,25-26-FALL-ENVR-2020-L1-Instructor,"GU, Dasa",dasagu,87,0.195,Y,,-,3.88,,0.93,,4.12,,0.78,
25-26,Fall,Course,AIS,ENVR,ENVR,2030,-,25-26-Fall-ENVR-2030,-,-,-,-,-,-,0.38,Y,,1,3.53,,0.7,,3.68,,0.67,
25-26,Fall,Section,AIS,ENVR,ENVR,2030,L1,25-26-Fall-ENVR-2030,25-26-Fall-ENVR-2030-L1,-,-,-,-,50,0.38,Y,,-,3.53,,0.7,,3.68,,0.67,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2030,L1,25-26-Fall-ENVR-2030,25-26-Fall-ENVR-2030-L1,-,25-26-FALL-ENVR-2030-L1-Instructor,"NING, Zhi",zhining,50,0.38,Y,,-,3.53,,0.7,,3.68,,0.67,
25-26,Fall,Course,AIS,ENVR,ENVR,2080,-,25-26-Fall-ENVR-2080,-,-,-,-,-,-,0.382,Y,,1,4.08,,0.64,,4.27,,0.53,
25-26,Fall,Section,AIS,ENVR,ENVR,2080,L1,25-26-Fall-ENVR-2080,25-26-Fall-ENVR-2080-L1,-,-,-,-,34,0.382,Y,,-,4.08,,0.64,,4.27,,0.53,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2080,L1,25-26-Fall-ENVR-2080,25-26-Fall-ENVR-2080-L1,-,25-26-FALL-ENVR-2080-L1-Instructor,"SAUERWEIN, Meike",meike,34,0.382,Y,,-,4.08,,0.64,,4.46,,0.52,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2080,L1,25-26-Fall-ENVR-2080,25-26-Fall-ENVR-2080-L1,-,25-26-FALL-ENVR-2080-L1-Instructor,"STEUER, Benjamin",bst,34,0.382,Y,,-,4.08,,0.64,,4.08,,0.49,
25-26,Fall,Course,AIS,ENVR,ENVR,2090,-,25-26-Fall-ENVR-2090,-,-,-,-,-,-,0.4,Y,,1,3.1,,1.2,,3.75,,0.85,
25-26,Fall,Section,AIS,ENVR,ENVR,2090,LA1,25-26-Fall-ENVR-2090,25-26-Fall-ENVR-2090-LA1,-,-,-,-,25,0.4,Y,,-,3.1,,1.2,,3.75,,0.85,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2090,LA1,25-26-Fall-ENVR-2090,25-26-Fall-ENVR-2090-LA1,-,25-26-FALL-ENVR-2090-LA1-Instructor,"GU, Dasa",dasagu,25,0.4,Y,,-,3.1,,1.2,,3.7,,0.82,
25-26,Fall,Instructor,AIS,ENVR,ENVR,2090,LA1,25-26-Fall-ENVR-2090,25-26-Fall-ENVR-2090-LA1,-,25-26-FALL-ENVR-2090-LA1-Instructor,"LAU, Ngai Ting",ntlau,25,0.4,Y,,-,3.1,,1.2,,3.8,,0.92,
25-26,Fall,Course,AIS,ENVR,ENVR,3110,-,25-26-Fall-ENVR-3110,-,-,-,-,-,-,0.5,,,1,4.0,,1.04,,4.6,,0.71,
25-26,Fall,Section,AIS,ENVR,ENVR,3110,L1,25-26-Fall-ENVR-3110,25-26-Fall-ENVR-3110-L1,-,-,-,-,50,0.5,,,-,4.0,,1.04,,4.6,,0.71,
25-26,Fall,Instructor,AIS,ENVR,ENVR,3110,L1,25-26-Fall-ENVR-3110,25-26-Fall-ENVR-3110-L1,-,25-26-FALL-ENVR-3110-L1-Instructor,"SAUERWEIN, Meike",meike,50,0.5,,,-,4.0,,1.04,,4.6,,0.71,
25-26,Fall,Course,AIS,ENVR,ENVR,3220,-,25-26-Fall-ENVR-3220,-,-,-,-,-,-,0.567,,,1,4.06,,0.83,,4.12,,0.86,
25-26,Fall,Section,AIS,ENVR,ENVR,3220,L1,25-26-Fall-ENVR-3220,25-26-Fall-ENVR-3220-L1,-,-,-,-,30,0.567,,,-,4.06,,0.83,,4.12,,0.86,
25-26,Fall,Instructor,AIS,ENVR,ENVR,3220,L1,25-26-Fall-ENVR-3220,25-26-Fall-ENVR-3220-L1,-,25-26-FALL-ENVR-3220-L1-Instructor,"DELINA, Laurence L.",lld,30,0.567,,,-,4.06,,0.83,,4.12,,0.86,
25-26,Fall,Course,AIS,ENVR,ENVR,4320,-,25-26-Fall-ENVR-4320,-,-,-,-,-,-,0.246,Y,,1,3.79,,1.12,,4.43,,0.74,
25-26,Fall,Section,AIS,ENVR,ENVR,4320,L1,25-26-Fall-ENVR-4320,25-26-Fall-ENVR-4320-L1,-,-,-,-,57,0.246,Y,,-,3.79,,1.12,,4.43,,0.74,
25-26,Fall,Instructor,AIS,ENVR,ENVR,4320,L1,25-26-Fall-ENVR-4320,25-26-Fall-ENVR-4320-L1,-,25-26-FALL-ENVR-4320-L1-Instructor,"CHAN, Keith",keithchan,57,0.246,Y,,-,3.79,,1.12,,4.29,,0.83,
25-26,Fall,Instructor,AIS,ENVR,ENVR,4320,L1,25-26-Fall-ENVR-4320,25-26-Fall-ENVR-4320-L1,-,25-26-FALL-ENVR-4320-L1-Instructor,"MOREAU, Quentin Bertrand Arthur",qmoreau,57,0.246,Y,,-,3.79,,1.12,,4.57,,0.65,
25-26,Fall,Course,AIS,ENVR,ENVR,4340,-,25-26-Fall-ENVR-4340,-,-,-,-,-,-,0.533,Y,,1,4.56,,0.81,,4.5,,0.88,
25-26,Fall,Section,AIS,ENVR,ENVR,4340,L1,25-26-Fall-ENVR-4340,25-26-Fall-ENVR-4340-L1,-,-,-,-,30,0.533,Y,,-,4.56,,0.81,,4.5,,0.88,
25-26,Fall,Instructor,AIS,ENVR,ENVR,4340,L1,25-26-Fall-ENVR-4340,25-26-Fall-ENVR-4340-L1,-,25-26-FALL-ENVR-4340-L1-Instructor,"CHAN, Shu Tim",shutimchan,30,0.533,Y,,-,4.56,,0.81,,4.5,,1.03,
25-26,Fall,Instructor,AIS,ENVR,ENVR,4340,L1,25-26-Fall-ENVR-4340,25-26-Fall-ENVR-4340-L1,-,25-26-FALL-ENVR-4340-L1-Instructor,"WONG, Yu Lam",kristywong,30,0.533,Y,,-,4.56,,0.81,,4.5,,0.73,
25-26,Fall,Course,AIS,ENVR,ENVR,4470,-,25-26-Fall-ENVR-4470,-,-,-,-,-,-,0.583,Y,,1,4.0,,0.82,,4.14,,0.69,
25-26,Fall,Section,AIS,ENVR,ENVR,4470,L1,25-26-Fall-ENVR-4470,25-26-Fall-ENVR-4470-L1,-,-,-,-,12,0.583,Y,,-,4.0,,0.82,,4.14,,0.69,
25-26,Fall,Instructor,AIS,ENVR,ENVR,4470,L1,25-26-Fall-ENVR-4470,25-26-Fall-ENVR-4470-L1,-,25-26-FALL-ENVR-4470-L1-Instructor,"WANG, Zhe",envrwangz,12,0.583,Y,,-,4.0,,0.82,,4.14,,0.69,
25-26,Fall,Course,AIS,ENVR,ENVR,5310,-,25-26-Fall-ENVR-5310,-,-,-,-,-,-,0.688,Y,,1,4.27,,0.79,,4.55,,0.69,
25-26,Fall,Section,AIS,ENVR,ENVR,5310,L1,25-26-Fall-ENVR-5310,25-26-Fall-ENVR-5310-L1,-,-,-,-,16,0.688,Y,,-,4.27,,0.79,,4.55,,0.69,
25-26,Fall,Instructor,AIS,ENVR,ENVR,5310,L1,25-26-Fall-ENVR-5310,25-26-Fall-ENVR-5310-L1,-,25-26-FALL-ENVR-5310-L1-Instructor,"IM, Eun Soon",ceim,16,0.688,Y,,-,4.27,,0.79,,4.55,,0.69,
25-26,Fall,Course,AIS,ENVR,ENVR,5340,-,25-26-Fall-ENVR-5340,-,-,-,-,-,-,0.589,,,1,3.79,,1.23,,3.9,,1.07,
25-26,Fall,Section,AIS,ENVR,ENVR,5340,L1,25-26-Fall-ENVR-5340,25-26-Fall-ENVR-5340-L1,-,-,-,-,107,0.589,,,-,3.79,,1.23,,3.9,,1.07,
