Academic Year,Term,Level of Statistics,School,Department,Course Group,Course Number,Section,Course Code,Section Code,Co-list / Multi-coded Course Section Indicator,Survey Name,Instructor's Name,Instructor's ITSC,No. of Students Invited,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),No. of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall - SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1154,L1,25-26-Fall-HUMA-1154,25-26-Fall-HUMA-1154-L1,-,25-26-FALL-HUMA-1154-L1-Instructor,"CHU, Shun",hmshun,54,0.426,,,-,3.91,,1.31,,3.83,,1.44,
25-26,Fall,Section,SHSS,HUMA,HUMA,1154,L2,25-26-Fall-HUMA-1154,25-26-Fall-HUMA-1154-L2,-,-,-,-,51,0.471,,,-,3.92,,1.14,,3.63,,1.41,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1154,L2,25-26-Fall-HUMA-1154,25-26-Fall-HUMA-1154-L2,-,25-26-FALL-HUMA-1154-L2-Instructor,"CHU, Shun",hmshun,51,0.471,,,-,3.92,,1.14,,3.63,,1.41,
25-26,Fall,Course,SHSS,HUMA,HUMA,1156,-,25-26-Fall-HUMA-1156,-,-,-,-,-,-,0.611,,,1,3.76,,1.48,,3.85,,1.42,
25-26,Fall,Section,SHSS,HUMA,HUMA,1156,L1,25-26-Fall-HUMA-1156,25-26-Fall-HUMA-1156-L1,-,-,-,-,54,0.611,,,-,3.76,,1.48,,3.85,,1.42,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1156,L1,25-26-Fall-HUMA-1156,25-26-Fall-HUMA-1156-L1,-,25-26-FALL-HUMA-1156-L1-Instructor,"CHU, Shun",hmshun,54,0.611,,,-,3.76,,1.48,,3.85,,1.42,
25-26,Fall,Course,SHSS,HUMA,HUMA,1157,-,25-26-Fall-HUMA-1157,-,-,-,-,-,-,0.49,,,1,4.44,,0.96,,4.44,,0.96,
25-26,Fall,Section,SHSS,HUMA,HUMA,1157,L1,25-26-Fall-HUMA-1157,25-26-Fall-HUMA-1157-L1,-,-,-,-,51,0.49,,,-,4.44,,0.96,,4.44,,0.96,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1157,L1,25-26-Fall-HUMA-1157,25-26-Fall-HUMA-1157-L1,-,25-26-FALL-HUMA-1157-L1-Instructor,"DROSCHA, Isaac David",droscha,51,0.49,,,-,4.44,,0.96,,4.44,,0.96,
25-26,Fall,Course,SHSS,HUMA,HUMA,1160,-,25-26-Fall-HUMA-1160,-,-,-,-,-,-,0.46,,,1,4.48,,0.59,,4.57,,0.59,
25-26,Fall,Section,SHSS,HUMA,HUMA,1160,L1,25-26-Fall-HUMA-1160,25-26-Fall-HUMA-1160-L1,-,-,-,-,50,0.46,,,-,4.48,,0.59,,4.57,,0.59,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1160,L1,25-26-Fall-HUMA-1160,25-26-Fall-HUMA-1160-L1,-,25-26-FALL-HUMA-1160-L1-Instructor,"XU, Ying",xuyingxy,50,0.46,,,-,4.48,,0.59,,4.57,,0.59,
25-26,Fall,Course,SHSS,HUMA,HUMA,1231,-,25-26-Fall-HUMA-1231,-,-,-,-,-,-,0.308,,,1,3.67,,1.1,,4.04,,0.93,
25-26,Fall,Section,SHSS,HUMA,HUMA,1231,L1,25-26-Fall-HUMA-1231,25-26-Fall-HUMA-1231-L1,-,-,-,-,169,0.308,,,-,3.67,,1.1,,4.04,,0.93,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1231,L1,25-26-Fall-HUMA-1231,25-26-Fall-HUMA-1231-L1,-,25-26-FALL-HUMA-1231-L1-Instructor,"MA, Xiaolu",hmxlma,169,0.308,,,-,3.67,,1.1,,4.04,,0.93,
25-26,Fall,Course,SHSS,HUMA,HUMA,1440,-,25-26-Fall-HUMA-1440,-,-,-,-,-,-,0.471,,,1,4.33,,0.89,,4.36,,0.96,
25-26,Fall,Section,SHSS,HUMA,HUMA,1440,L1,25-26-Fall-HUMA-1440,25-26-Fall-HUMA-1440-L1,-,-,-,-,70,0.471,,,-,4.33,,0.89,,4.36,,0.96,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1440,L1,25-26-Fall-HUMA-1440,25-26-Fall-HUMA-1440-L1,-,25-26-FALL-HUMA-1440-L1-Instructor,"ZHANG, Lok Cheung Lawrence",hmlczhang,70,0.471,,,-,4.33,,0.89,,4.36,,0.96,
25-26,Fall,Course,SHSS,HUMA,HUMA,1650,-,25-26-Fall-HUMA-1650,-,-,-,-,-,-,0.305,Y,,1,4.06,,0.73,,4.11,,0.68,
25-26,Fall,Section,SHSS,HUMA,HUMA,1650,L1,25-26-Fall-HUMA-1650,25-26-Fall-HUMA-1650-L1,-,-,-,-,59,0.305,Y,,-,4.06,,0.73,,4.11,,0.68,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1650,L1,25-26-Fall-HUMA-1650,25-26-Fall-HUMA-1650-L1,-,25-26-FALL-HUMA-1650-L1-Instructor,"KWONG, Anna Y N",hmakwong,59,0.305,Y,,-,4.06,,0.73,,4.11,,0.68,
25-26,Fall,Course,SHSS,HUMA,HUMA,1673,-,25-26-Fall-HUMA-1673,-,-,-,-,-,-,0.561,,,1,4.69,,0.5,,4.76,,0.51,
25-26,Fall,Section,SHSS,HUMA,HUMA,1673,L1,25-26-Fall-HUMA-1673,25-26-Fall-HUMA-1673-L1,-,-,-,-,98,0.561,,,-,4.69,,0.5,,4.76,,0.51,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1673,L1,25-26-Fall-HUMA-1673,25-26-Fall-HUMA-1673-L1,-,25-26-FALL-HUMA-1673-L1-Instructor,"MA, Steve",hmhma,98,0.561,,,-,4.69,,0.5,,4.76,,0.51,
25-26,Fall,Course,SHSS,HUMA,HUMA,1676,-,25-26-Fall-HUMA-1676,-,-,-,-,-,-,0.329,Y,,1,4.17,,0.7,,4.42,,0.58,
25-26,Fall,Section,SHSS,HUMA,HUMA,1676,L1,25-26-Fall-HUMA-1676,25-26-Fall-HUMA-1676-L1,-,-,-,-,73,0.329,Y,,-,4.17,,0.7,,4.42,,0.58,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1676,L1,25-26-Fall-HUMA-1676,25-26-Fall-HUMA-1676-L1,-,25-26-FALL-HUMA-1676-L1-Instructor,"CABOARA, Marco",hmcaboara,73,0.329,Y,,-,4.17,,0.7,,4.42,,0.58,
25-26,Fall,Course,SHSS,HUMA,HUMA,1710,-,25-26-Fall-HUMA-1710,-,-,-,-,-,-,0.255,,,1,4.4,,0.65,,4.49,,0.6,
25-26,Fall,Section,SHSS,HUMA,HUMA,1710,L1,25-26-Fall-HUMA-1710,25-26-Fall-HUMA-1710-L1,-,-,-,-,353,0.255,,,-,4.4,,0.65,,4.49,,0.6,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,1710,L1,25-26-Fall-HUMA-1710,25-26-Fall-HUMA-1710-L1,-,25-26-FALL-HUMA-1710-L1-Instructor,"NAM, Sai Lok",shlewis,353,0.255,,,-,4.4,,0.65,,4.49,,0.6,
25-26,Fall,Course,SHSS,HUMA,HUMA,2010,-,25-26-Fall-HUMA-2010,-,-,-,-,-,-,0.278,Y,,1,4.2,,0.89,,4.47,,0.63,
25-26,Fall,Section,SHSS,HUMA,HUMA,2010,L1,25-26-Fall-HUMA-2010,25-26-Fall-HUMA-2010-L1,-,-,-,-,108,0.278,Y,,-,4.2,,0.89,,4.47,,0.63,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2010,L1,25-26-Fall-HUMA-2010,25-26-Fall-HUMA-2010-L1,-,25-26-FALL-HUMA-2010-L1-Instructor,"ZHANG, Min",hmzm,108,0.278,Y,,-,4.2,,0.89,,4.47,,0.63,
25-26,Fall,Course,SHSS,HUMA,HUMA,2033,-,25-26-Fall-HUMA-2033,-,-,-,-,-,-,0.476,,,1,4.03,,0.86,,4.18,,0.96,
25-26,Fall,Section,SHSS,HUMA,HUMA,2033,L1,25-26-Fall-HUMA-2033,25-26-Fall-HUMA-2033-L1,-,-,-,-,84,0.476,,,-,4.03,,0.86,,4.18,,0.96,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2033,L1,25-26-Fall-HUMA-2033,25-26-Fall-HUMA-2033-L1,-,25-26-FALL-HUMA-2033-L1-Instructor,"PAN, Ping",hmpanping,84,0.476,,,-,4.03,,0.86,,4.18,,0.96,
25-26,Fall,Course,SHSS,HUMA,HUMA,2101,-,25-26-Fall-HUMA-2101,-,-,-,-,-,-,0.455,,,1,4.29,,0.79,,4.53,,0.63,
25-26,Fall,Section,SHSS,HUMA,HUMA,2101,L1,25-26-Fall-HUMA-2101,25-26-Fall-HUMA-2101-L1,-,-,-,-,99,0.455,,,-,4.29,,0.79,,4.53,,0.63,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2101,L1,25-26-Fall-HUMA-2101,25-26-Fall-HUMA-2101-L1,-,25-26-FALL-HUMA-2101-L1-Instructor,"DROSCHA, Isaac David",droscha,99,0.455,,,-,4.29,,0.79,,4.53,,0.63,
25-26,Fall,Course,SHSS,HUMA,HUMA,2103,-,25-26-Fall-HUMA-2103,-,-,-,-,-,-,0.682,,,1,4.6,,0.51,,4.67,,0.49,
25-26,Fall,Section,SHSS,HUMA,HUMA,2103,L1,25-26-Fall-HUMA-2103,25-26-Fall-HUMA-2103-L1,-,-,-,-,22,0.682,,,-,4.6,,0.51,,4.67,,0.49,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2103,L1,25-26-Fall-HUMA-2103,25-26-Fall-HUMA-2103-L1,-,25-26-FALL-HUMA-2103-L1-Instructor,"KAILA, Ilari",kaila,22,0.682,,,-,4.6,,0.51,,4.67,,0.49,
25-26,Fall,Course,SHSS,HUMA,HUMA,2104,-,25-26-Fall-HUMA-2104,-,-,-,-,-,-,0.576,,,1,4.24,,0.7,,4.26,,0.71,
25-26,Fall,Section,SHSS,HUMA,HUMA,2104,L1,25-26-Fall-HUMA-2104,25-26-Fall-HUMA-2104-L1,-,-,-,-,59,0.576,,,-,4.24,,0.7,,4.26,,0.71,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2104,L1,25-26-Fall-HUMA-2104,25-26-Fall-HUMA-2104-L1,-,25-26-FALL-HUMA-2104-L1-Instructor,"SNOWDEN, Steven Dewey",ssnowden,59,0.576,,,-,4.24,,0.7,,4.26,,0.71,
25-26,Fall,Course,SHSS,HUMA,HUMA,2107,-,25-26-Fall-HUMA-2107,-,-,-,-,-,-,0.3,Y,,1,4.67,,0.52,,4.67,,0.52,
25-26,Fall,Section,SHSS,HUMA,HUMA,2107,L1,25-26-Fall-HUMA-2107,25-26-Fall-HUMA-2107-L1,-,-,-,-,20,0.3,Y,,-,4.67,,0.52,,4.67,,0.52,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2107,L1,25-26-Fall-HUMA-2107,25-26-Fall-HUMA-2107-L1,-,25-26-FALL-HUMA-2107-L1-Instructor,"SNOWDEN, Steven Dewey",ssnowden,20,0.3,Y,,-,4.67,,0.52,,4.67,,0.52,
25-26,Fall,Course,SHSS,HUMA,HUMA,2204,-,25-26-Fall-HUMA-2204,-,-,-,-,-,-,0.341,,,1,4.23,,1.14,,4.33,,1.03,
25-26,Fall,Section,SHSS,HUMA,HUMA,2204,L1,25-26-Fall-HUMA-2204,25-26-Fall-HUMA-2204-L1,-,-,-,-,88,0.341,,,-,4.23,,1.14,,4.33,,1.03,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2204,L1,25-26-Fall-HUMA-2204,25-26-Fall-HUMA-2204-L1,-,25-26-FALL-HUMA-2204-L1-Instructor,"POSADAS, Baryon Tensor",hmbposadas,88,0.341,,,-,4.23,,1.14,,4.33,,1.03,
25-26,Fall,Course,SHSS,HUMA,HUMA,2340,-,25-26-Fall-HUMA-2340,-,-,-,-,-,-,0.553,,,1,3.9,,1.01,,4.12,,0.97,
25-26,Fall,Section,SHSS,HUMA,HUMA,2340,L1,25-26-Fall-HUMA-2340,25-26-Fall-HUMA-2340-L1,-,-,-,-,76,0.553,,,-,3.9,,1.01,,4.12,,0.97,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2340,L1,25-26-Fall-HUMA-2340,25-26-Fall-HUMA-2340-L1,-,25-26-FALL-HUMA-2340-L1-Instructor,"JIN, Huan",hmhjin,76,0.553,,,-,3.9,,1.01,,4.12,,0.97,
25-26,Fall,Course,SHSS,HUMA,HUMA,2440,-,25-26-Fall-HUMA-2440,-,-,-,-,-,-,0.46,,,1,3.6,,1.08,,3.75,,1.15,
25-26,Fall,Section,SHSS,HUMA,HUMA,2440,L1,25-26-Fall-HUMA-2440,25-26-Fall-HUMA-2440-L1,-,-,-,-,87,0.46,,,-,3.6,,1.08,,3.75,,1.15,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2440,L1,25-26-Fall-HUMA-2440,25-26-Fall-HUMA-2440-L1,-,25-26-FALL-HUMA-2440-L1-Instructor,"LIN, Zhuyun",hmzlin,87,0.46,,,-,3.6,,1.08,,3.75,,1.15,
25-26,Fall,Course,SHSS,HUMA,HUMA,2588,-,25-26-Fall-HUMA-2588,-,-,-,-,-,-,0.34,,,1,4.36,,0.87,,4.67,,0.53,
25-26,Fall,Section,SHSS,HUMA,HUMA,2588,L1,25-26-Fall-HUMA-2588,25-26-Fall-HUMA-2588-L1,-,-,-,-,106,0.34,,,-,4.36,,0.87,,4.67,,0.53,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2588,L1,25-26-Fall-HUMA-2588,25-26-Fall-HUMA-2588-L1,-,25-26-FALL-HUMA-2588-L1-Instructor,"DERMAN, Joshua",hmderman,106,0.34,,,-,4.36,,0.87,,4.67,,0.53,
25-26,Fall,Course,SHSS,HUMA,HUMA,2621,-,25-26-Fall-HUMA-2621,-,-,-,-,-,-,0.303,Y,,1,3.78,,0.85,,3.85,,0.99,
25-26,Fall,Section,SHSS,HUMA,HUMA,2621,L1,25-26-Fall-HUMA-2621,25-26-Fall-HUMA-2621-L1,-,-,-,-,89,0.303,Y,,-,3.78,,0.85,,3.85,,0.99,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2621,L1,25-26-Fall-HUMA-2621,25-26-Fall-HUMA-2621-L1,-,25-26-FALL-HUMA-2621-L1-Instructor,"MA, Jianxiong",hmjxm,89,0.303,Y,,-,3.78,,0.85,,3.85,,0.99,
25-26,Fall,Course,SHSS,HUMA,HUMA,2660,-,25-26-Fall-HUMA-2660,-,-,-,-,-,-,0.226,Y,,1,4.43,,0.63,,4.64,,0.49,
25-26,Fall,Section,SHSS,HUMA,HUMA,2660,L1,25-26-Fall-HUMA-2660,25-26-Fall-HUMA-2660-L1,-,-,-,-,124,0.226,Y,,-,4.43,,0.63,,4.64,,0.49,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2660,L1,25-26-Fall-HUMA-2660,25-26-Fall-HUMA-2660-L1,-,25-26-FALL-HUMA-2660-L1-Instructor,"FU, Li-tsui",hmltfu,124,0.226,Y,,-,4.43,,0.63,,4.64,,0.49,
25-26,Fall,Course,SHSS,HUMA,HUMA,2680,-,25-26-Fall-HUMA-2680,-,-,-,-,-,-,0.368,,,1,3.49,,1.17,,3.74,,1.04,
25-26,Fall,Section,SHSS,HUMA,HUMA,2680,L1,25-26-Fall-HUMA-2680,25-26-Fall-HUMA-2680-L1,-,-,-,-,106,0.368,,,-,3.49,,1.17,,3.74,,1.04,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2680,L1,25-26-Fall-HUMA-2680,25-26-Fall-HUMA-2680-L1,-,25-26-FALL-HUMA-2680-L1-Instructor,"KWONG, Anna Y N",hmakwong,106,0.368,,,-,3.49,,1.17,,3.74,,1.04,
25-26,Fall,Course,SHSS,HUMA,HUMA,2840,-,25-26-Fall-HUMA-2840,-,-,-,-,-,-,0.301,,,1,4.29,,0.72,,4.47,,0.61,
25-26,Fall,Section,SHSS,HUMA,HUMA,2840,L1,25-26-Fall-HUMA-2840,25-26-Fall-HUMA-2840-L1,-,-,-,-,113,0.301,,,-,4.29,,0.72,,4.47,,0.61,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,2840,L1,25-26-Fall-HUMA-2840,25-26-Fall-HUMA-2840-L1,-,25-26-FALL-HUMA-2840-L1-Instructor,"WONG, Simon Man Ho",hmmhwong,113,0.301,,,-,4.29,,0.72,,4.47,,0.61,
25-26,Fall,Course,SHSS,HUMA,HUMA,3030,-,25-26-Fall-HUMA-3030,-,-,-,-,-,-,0.346,,,1,4.49,,0.56,,4.68,,0.47,
25-26,Fall,Section,SHSS,HUMA,HUMA,3030,L1,25-26-Fall-HUMA-3030,25-26-Fall-HUMA-3030-L1,-,-,-,-,107,0.346,,,-,4.49,,0.56,,4.68,,0.47,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,3030,L1,25-26-Fall-HUMA-3030,25-26-Fall-HUMA-3030-L1,-,25-26-FALL-HUMA-3030-L1-Instructor,"PAN, Ping",hmpanping,107,0.346,,,-,4.49,,0.56,,4.68,,0.47,
25-26,Fall,Course,SHSS,HUMA,HUMA,3050,-,25-26-Fall-HUMA-3050,-,-,-,-,-,-,0.61,,,1,3.85,,1.1,,4.04,,1.12,
25-26,Fall,Section,SHSS,HUMA,HUMA,3050,L1,25-26-Fall-HUMA-3050,25-26-Fall-HUMA-3050-L1,-,-,-,-,77,0.61,,,-,3.85,,1.1,,4.04,,1.12,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,3050,L1,25-26-Fall-HUMA-3050,25-26-Fall-HUMA-3050-L1,-,25-26-FALL-HUMA-3050-L1-Instructor,"QIN, Quentin",hmzqin,77,0.61,,,-,3.85,,1.1,,4.04,,1.12,
25-26,Fall,Course,SHSS,HUMA,HUMA,3102,-,25-26-Fall-HUMA-3102,-,-,-,-,-,-,0.25,Y,,1,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Section,SHSS,HUMA,HUMA,3102,L1,25-26-Fall-HUMA-3102,25-26-Fall-HUMA-3102-L1,-,-,-,-,4,0.25,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,3102,L1,25-26-Fall-HUMA-3102,25-26-Fall-HUMA-3102-L1,-,25-26-FALL-HUMA-3102-L1-Instructor,"SZE, Amy",amysze,4,0.25,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Course,SHSS,HUMA,HUMA,3201,-,25-26-Fall-HUMA-3201,-,-,-,-,-,-,0.454,,,1,4.2,,0.94,,4.13,,0.97,
25-26,Fall,Section,SHSS,HUMA,HUMA,3201,L1,25-26-Fall-HUMA-3201,25-26-Fall-HUMA-3201-L1,-,-,-,-,119,0.454,,,-,4.2,,0.94,,4.13,,0.97,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,3201,L1,25-26-Fall-HUMA-3201,25-26-Fall-HUMA-3201-L1,-,25-26-FALL-HUMA-3201-L1-Instructor,"DU, Daisy Yan",daisyyandu,119,0.454,,,-,4.2,,0.94,,4.13,,0.97,
25-26,Fall,Course,SHSS,HUMA,HUMA,3203,-,25-26-Fall-HUMA-3203,-,-,-,-,-,-,0.463,,,1,4.73,,0.56,,4.7,,0.57,
25-26,Fall,Section,SHSS,HUMA,HUMA,3203,L1,25-26-Fall-HUMA-3203,25-26-Fall-HUMA-3203-L1,-,-,-,-,80,0.463,,,-,4.73,,0.56,,4.7,,0.57,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,3203,L1,25-26-Fall-HUMA-3203,25-26-Fall-HUMA-3203-L1,-,25-26-FALL-HUMA-3203-L1-Instructor,"YAN, Lianke",yanlianke,80,0.463,,,-,4.73,,0.56,,4.7,,0.57,
25-26,Fall,Course,SHSS,HUMA,HUMA,4801,-,25-26-Fall-HUMA-4801,-,-,-,-,-,-,0.5,,,1,4.07,,1.07,,4.17,,0.93,
25-26,Fall,Section,SHSS,HUMA,HUMA,4801,L1,25-26-Fall-HUMA-4801,25-26-Fall-HUMA-4801-L1,-,-,-,-,58,0.5,,,-,4.07,,1.07,,4.17,,0.93,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,4801,L1,25-26-Fall-HUMA-4801,25-26-Fall-HUMA-4801-L1,-,25-26-FALL-HUMA-4801-L1-Instructor,"KWAN, Ho Chuen",hochuenkwan,58,0.5,,,-,4.07,,1.07,,4.17,,0.93,
25-26,Fall,Course,SHSS,HUMA,HUMA,5170,-,25-26-Fall-HUMA-5170,-,-,-,-,-,-,0.833,,,1,4.73,,0.45,,4.83,,0.38,
25-26,Fall,Section,SHSS,HUMA,HUMA,5170,L1,25-26-Fall-HUMA-5170,25-26-Fall-HUMA-5170-L1,-,-,-,-,36,0.833,,,-,4.73,,0.45,,4.83,,0.38,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5170,L1,25-26-Fall-HUMA-5170,25-26-Fall-HUMA-5170-L1,-,25-26-FALL-HUMA-5170-L1-Instructor,"LI, Dechao",hmdcli,36,0.833,,,-,4.73,,0.45,,4.83,,0.38,
25-26,Fall,Course,SHSS,HUMA,HUMA,5301,-,25-26-Fall-HUMA-5301,-,-,-,-,-,-,0.864,,,1,4.79,,0.54,,4.79,,0.42,
25-26,Fall,Section,SHSS,HUMA,HUMA,5301,L1,25-26-Fall-HUMA-5301,25-26-Fall-HUMA-5301-L1,-,-,-,-,22,0.864,,,-,4.79,,0.54,,4.79,,0.42,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5301,L1,25-26-Fall-HUMA-5301,25-26-Fall-HUMA-5301-L1,-,25-26-FALL-HUMA-5301-L1-Instructor,"ZUERN, Tobias Benedikt",hmtzuern,22,0.864,,,-,4.79,,0.54,,4.79,,0.42,
25-26,Fall,Course,SHSS,HUMA,HUMA,5360,-,25-26-Fall-HUMA-5360,-,-,-,-,-,-,0.85,,,1,4.65,,0.61,,4.76,,0.44,
25-26,Fall,Section,SHSS,HUMA,HUMA,5360,L1,25-26-Fall-HUMA-5360,25-26-Fall-HUMA-5360-L1,-,-,-,-,20,0.85,,,-,4.65,,0.61,,4.76,,0.44,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5360,L1,25-26-Fall-HUMA-5360,25-26-Fall-HUMA-5360-L1,-,25-26-FALL-HUMA-5360-L1-Instructor,"MA, Xiaolu",hmxlma,20,0.85,,,-,4.65,,0.61,,4.76,,0.44,
25-26,Fall,Course,SHSS,HUMA,HUMA,5371,-,25-26-Fall-HUMA-5371,-,-,-,-,-,-,0.7,Y,,1,4.57,,0.53,,4.71,,0.49,
25-26,Fall,Section,SHSS,HUMA,HUMA,5371,T1,25-26-Fall-HUMA-5371,25-26-Fall-HUMA-5371-T1,-,-,-,-,10,0.7,Y,,-,4.57,,0.53,,4.71,,0.49,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5371,T1,25-26-Fall-HUMA-5371,25-26-Fall-HUMA-5371-T1,-,25-26-FALL-HUMA-5371-T1-Instructor,"WONG, Kok Thong",hmktwong,10,0.7,Y,,-,4.57,,0.53,,4.71,,0.49,
25-26,Fall,Course,SHSS,HUMA,HUMA,5630,-,25-26-Fall-HUMA-5630,-,-,-,-,-,-,0.8,,,1,4.75,,0.45,,4.94,,0.25,
25-26,Fall,Section,SHSS,HUMA,HUMA,5630,L1,25-26-Fall-HUMA-5630,25-26-Fall-HUMA-5630-L1,-,-,-,-,20,0.8,,,-,4.75,,0.45,,4.94,,0.25,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5630,L1,25-26-Fall-HUMA-5630,25-26-Fall-HUMA-5630-L1,-,25-26-FALL-HUMA-5630-L1-Instructor,"MA, Steve",hmhma,20,0.8,,,-,4.75,,0.45,,4.94,,0.25,
25-26,Fall,Course,SHSS,HUMA,HUMA,5632,-,25-26-Fall-HUMA-5632,-,-,-,-,-,-,1.0,,,1,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Section,SHSS,HUMA,HUMA,5632,T1,25-26-Fall-HUMA-5632,25-26-Fall-HUMA-5632-T1,-,-,-,-,4,1.0,,,-,5.0,,0.0,,5.0,,0.0,
